,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_bp_mean_mag,phot_rp_mean_mag,l,b,phot_g_mean_mag,radial_velocity,radial_velocity_error,probability,stability,label
10334,5855744912322363264,190.4647353211212,0.013717106,-68.74517034311593,0.014574328,9.624258646879742,0.017565202,-37.220286172869734,0.016589422,-11.539100232084648,0.019714875,1.3074251,15.620928,12.798243,302.0593987795756,-5.889649908323356,14.025506,12.439488,2.5853465,0.19230769230769232,26,20
10335,6054199816140662272,183.07820300196144,0.019682046,-63.35985288566224,0.020861888,9.217222041546503,0.02538653,-37.24458030972276,0.024882583,-8.875456668733584,0.027095078,1.098717,17.04938,13.856557,298.5627282695409,-0.8204930580930071,15.162979,,,0.15384615384615385,26,20
10336,5855749344728646656,190.14362575770758,0.042291686,-68.70671955091902,0.045085303,9.3703558316614,0.053609584,-36.76287493086733,0.05136806,-11.393281844209199,0.065960005,1.0500712,,,301.94082763889355,-5.855877127818897,14.833957,20.29025,7.1834707,0.11538461538461539,26,20
10337,5855749344728646912,190.14470887720583,0.011099271,-68.70694407947549,0.011867732,9.504587147415478,0.013902349,-37.99423614885808,0.013233104,-12.247183164071672,0.016264865,1.2450725,14.914499,12.256816,301.94123223720806,-5.856084784386435,13.558141,11.7446575,2.8637106,0.15384615384615385,26,20
10338,6073162169786391680,189.13208540512957,0.053307388,-56.63760134282379,0.05860499,10.21199211720726,0.08249169,-37.89982533981309,0.067710556,-12.00189525212951,0.074535936,1.135328,19.456383,15.745596,300.8711529682759,6.174479494422287,17.133533,,,0.11538461538461539,26,20
10339,6054236134385180032,184.2219143445738,0.01664335,-62.934563280741095,0.018807672,9.363063597569774,0.022488752,-37.108549982608395,0.021129705,-10.274301800529743,0.025002174,1.1581564,16.63547,13.561776,299.01351279916116,-0.3259693290865322,14.843811,,,0.3076923076923077,26,20
10342,6057883386255881856,184.18543721829437,0.39339215,-60.79611416851345,0.40387082,9.158758870261126,0.5321589,-38.82578018807793,0.52369153,-10.725033789142937,0.59408367,1.137209,21.629114,18.662912,298.7099588069301,1.7909011416534908,20.151726,,,0.34615384615384615,26,20
10343,5855802430512817152,191.4237968251203,0.009019286,-68.11292216732785,0.009931393,9.700241953713372,0.01187929,-38.088016609400384,0.012957258,-12.346441747828795,0.013553011,0.9630614,11.667811,10.146893,302.39452433584216,-5.24716453712348,10.96386,12.354954,0.8019629,0.15384615384615385,26,20
10344,5855802671046171648,191.5695494796672,0.326222,-68.10814700338375,0.42841882,10.240972344520857,0.41784337,-37.42794157539902,0.44734827,-10.57772674182435,0.7031145,2.7305975,3.0937896,3.2520595,302.44897757179206,-5.241235436763568,3.5488756,,,0.38461538461538464,26,20
10345,6057937335386162560,185.48272688860519,0.013559053,-61.30383149056584,0.0146525325,9.424324795758904,0.018940002,-38.091956564543395,0.016735164,-11.21298680534726,0.019493984,1.2506704,16.094063,13.186403,299.3963938483867,1.3651992866178162,14.429391,12.61196,8.052782,0.8461538461538461,26,20
10348,6054349663304665984,181.17186614565836,0.13858344,-63.14835855420817,0.15753506,8.604439931277438,0.19338153,-37.075070866826586,0.18412179,-8.786381442183584,0.18527293,1.0387337,21.601337,17.059101,297.68157287706765,-0.7541689237998624,18.627033,,,0.11538461538461539,26,20
10350,6054414568839059456,183.34827439755117,0.015383344,-62.901430687004314,0.01685033,9.214774528861351,0.021363407,-38.04116031291312,0.019727372,-9.448328275820664,0.021567207,1.224226,16.165106,13.20512,298.61505818997813,-0.3489947939556055,14.457288,13.409407,3.6452706,0.3076923076923077,26,20
10351,6054414843716969344,183.48714993531465,0.0071433797,-62.92030040658848,0.00799111,9.54888690532433,0.01004591,-38.25095817430396,0.0093371365,-9.809395123989002,0.010670755,0.7935536,11.483688,10.04731,298.68037735804813,-0.3584291161787621,10.833026,12.8552265,0.4769802,0.2692307692307692,26,20
10355,6054428548923150592,184.2077855448365,0.12952806,-62.786577719448786,0.13045314,9.536276735078278,0.17249522,-38.45170789945351,0.16185734,-10.726134362321133,0.1657215,1.051756,21.112314,17.265179,298.98732926776614,-0.1801759823189454,18.784761,,,0.8461538461538461,26,20
10356,6054457445454312832,182.75815513469843,0.018439647,-62.934703041430936,0.020628188,9.237673799111258,0.02556829,-37.976406804202625,0.0261384,-8.970126848559152,0.031787407,1.6345527,14.146948,11.809264,298.35454105156526,-0.42260666407838937,12.924782,8.968931,10.689461,0.3076923076923077,26,20
10358,6054476618191161472,182.85407072016054,0.19896749,-62.72282231134088,0.1943751,8.93327644625027,0.2537741,-37.16090186421001,0.24198519,-8.785383690911813,0.3025005,0.96770304,21.912922,17.688242,298.3648907891513,-0.20649386651532342,19.269796,,,0.11538461538461539,26,20
10359,5370612241495127040,179.19250452064276,0.019905375,-50.17612736172062,0.020274011,9.09460424616464,0.03582198,-36.69860584292109,0.028046785,-9.763948337757084,0.027725508,1.0445476,17.337803,14.178238,294.0407603893716,11.749493883751448,15.473049,,,0.15384615384615385,26,20
10360,5343524947923387520,179.84857957998102,0.08172423,-57.168027206712,0.08107038,9.960665266329173,0.11389659,-38.67711103700417,0.1024258,-9.726582109517128,0.102732345,4.4915533,6.8184805,6.586587,295.8938746068484,4.990841258363233,6.747744,,,0.19230769230769232,26,20
10361,6054524519999297792,184.44797352617894,0.009450946,-62.04720478493705,0.01089993,9.590357876339091,0.013763908,-38.97570407205044,0.011544469,-10.732601333176822,0.0140464865,1.1369208,14.407735,11.994779,298.999946842398,0.5674067394730725,13.123209,11.643894,7.343508,0.38461538461538464,26,20
10362,6058181083371803776,188.74055045821248,0.009053952,-59.82727139657514,0.011175644,9.614082654254942,0.013714224,-36.0259235913848,0.012217445,-10.468853052211053,0.016452326,1.0417787,12.631948,10.763296,300.8602448156264,2.978189336166192,11.718407,15.664405,9.202632,0.19230769230769232,26,20
10363,6061638360216029440,192.25129436638153,0.020215187,-55.977575954832204,0.024438776,9.172118817567172,0.037808165,-35.48151756032526,0.028310074,-12.252990125148484,0.03702093,1.0342242,17.772356,14.59093,302.58915679361166,6.892554980674196,15.892462,,,0.11538461538461539,26,20
10365,6058202936158625536,185.49666314536623,0.029973356,-60.68778506487329,0.032230448,9.353722516425288,0.043186545,-37.475349400769446,0.03962709,-11.062726405141344,0.04230937,1.0418578,18.282606,14.690634,299.3327207164223,1.977986424338267,16.05923,,,0.5,26,20
10366,6054539603925742336,186.08870173468898,0.00900419,-63.02854118490985,0.009778632,9.464862239146498,0.01222414,-38.18650938761349,0.01126454,-10.701974501065347,0.0127777,0.9743176,13.606572,11.473262,299.86668968043836,-0.3180892202874448,12.516394,10.377338,4.8821115,0.8461538461538461,26,20
10368,6058218535481652608,185.35828226663926,0.010502925,-60.579894146982625,0.011296277,9.020407383012266,0.015184332,-36.22740394059966,0.014494136,-11.324415430487033,0.015151993,1.1362442,14.993076,12.442154,299.25283382475203,2.077342119440516,13.602184,,,0.15384615384615385,26,20
10369,5343603180734334592,178.9343910446618,0.009482175,-56.64417982605839,0.009387235,9.863230483231119,0.013693878,-38.21955461997049,0.013371253,-9.474422913474612,0.013047782,0.96327853,12.3241205,10.645382,295.2941583449582,5.399312056275162,11.526223,12.673441,0.4517441,0.2692307692307692,26,20
10370,5343603288130858112,178.92847600658857,0.14340672,-56.625342961330716,0.17838717,9.963270638095352,0.13230379,-38.91142922793021,0.22668204,-10.589645352559465,0.24666885,0.8395467,,,295.28689577261,5.4170076441278585,12.9849415,,,0.2692307692307692,26,20
10371,6054576746800130560,186.81896234907933,0.008313813,-62.653990750978615,0.009519504,9.627090181351218,0.011613142,-38.80563361173226,0.010353303,-11.867922688377025,0.014056085,0.8608915,11.078574,9.767153,300.16118416090944,0.08770180613538509,10.494111,11.455714,1.697867,0.15384615384615385,26,20
10372,5370759507334422016,178.76712905983692,0.014422623,-49.903905174504395,0.014929587,9.022652329271827,0.024021747,-35.43717203950751,0.020563878,-10.133097095302212,0.020700457,0.9732525,16.913935,13.878288,293.70765616600954,11.9555618743515,15.146625,6.231574,3.6124747,0.15384615384615385,26,20
10373,5343617135104503808,178.02609276034923,0.023505293,-56.51266534717327,0.023711931,9.371803599418719,0.033417605,-37.354715386413595,0.03081655,-8.981859341092836,0.029746046,2.527917,15.421319,12.541478,294.77485242434074,5.416475661345471,13.785496,,,0.23076923076923078,26,20
10374,6054609629050407680,185.88407459474536,0.008144845,-62.678128976487976,0.009204668,9.204967149795399,0.011694126,-37.171910943829836,0.011254281,-11.184708855885875,0.0118260095,0.7705304,11.713978,10.238605,299.7365341897548,0.02038550636008964,11.038991,12.673722,1.2804081,0.34615384615384615,26,20
10375,6058292889962189952,185.6660496430961,0.009757903,-60.340161200233425,0.010519604,8.805708359882281,0.013908825,-35.631683917598984,0.012708666,-11.282028336648988,0.013799309,1.1338962,15.210064,12.577979,299.37637113482356,2.332797195146285,13.761026,12.212714,3.320921,0.11538461538461539,26,20
10376,5343631531836865280,178.7025313212818,0.016940504,-56.47214185431183,0.017887814,9.378896078804893,0.024589825,-37.04737406597989,0.022913331,-8.940761607658079,0.023625018,1.01209,17.069937,13.900244,295.1313665356864,5.539537455203629,15.1983185,,,0.11538461538461539,26,20
10377,6054631584949703552,185.77240849233078,0.07793719,-62.407661353114285,0.07554414,9.439434416815224,0.10562163,-38.39095793143436,0.09811202,-11.997732160312093,0.10159253,1.1257112,20.167568,16.02407,299.65588694365937,0.28363389953822066,17.491478,,,0.15384615384615385,26,20
10378,6058311925258615424,186.04034467025355,0.008974657,-60.06162603505664,0.010521493,9.106857030184456,0.0134521695,-36.933509551139906,0.011379437,-11.462187723875617,0.013038118,0.94264066,12.247489,10.695823,299.53115871618246,2.6298939355695747,11.528919,5.9677544,6.3357644,0.11538461538461539,26,20
10379,6054650963844303488,186.28447281014485,0.016541205,-62.38867853375775,0.015137587,9.471907259228159,0.022143649,-37.97659698208766,0.019728448,-12.087516309093198,0.019876726,1.0967379,16.335888,13.314425,299.889798984604,0.3276249201976156,14.581063,17.149328,6.32955,0.15384615384615385,26,20
10380,6077397248051191680,183.79200402404302,0.034161855,-53.10089494009361,0.040149827,9.035448902236277,0.060414966,-36.31133782706562,0.044583116,-12.115933571904296,0.04734493,1.0395463,18.887074,15.116901,297.42845768461234,9.382847597128738,16.516825,,,0.11538461538461539,26,20
10381,6054657629633828608,186.33224479580792,0.024727466,-62.25205298398866,0.025419889,8.87659291444722,0.03362891,-36.04118674474986,0.030543555,-11.40225549120392,0.033815324,1.0972834,17.599411,14.257359,299.8980027898161,0.4657976264533137,15.585017,,,0.11538461538461539,26,20
10382,6054660378413458304,186.7847265688817,0.013817909,-62.19935757077378,0.015348673,9.575826124842683,0.019293927,-38.46427167472306,0.016190046,-11.447198640640053,0.019490214,1.187482,16.05188,13.099972,300.1027064271148,0.5388369524229266,14.356307,10.012522,3.8410473,0.7307692307692307,26,20
10383,5343692279848232832,179.29071126716954,0.014146671,-56.023260665076904,0.014821329,9.630288106011085,0.02105082,-37.49997951491398,0.02005348,-8.954348838832678,0.02057488,1.3401462,15.816905,13.013458,295.3555013658915,6.048025616762994,14.238729,13.569255,1.7831882,0.2692307692307692,26,20
10384,5859741293495781504,185.63380715643945,0.05757121,-66.58553011000278,0.057616595,8.996186580437465,0.068682514,-36.43213113644246,0.0712483,-10.215166883330939,0.07634806,1.0975963,19.2095,15.588482,300.06042562113134,-3.875056691892816,17.01481,,,0.19230769230769232,26,20
10385,6054691675792429952,187.5052531870596,0.009399226,-62.307440011606865,0.009461004,9.16476342479389,0.012316891,-36.49443640641574,0.011471684,-12.140842289047031,0.012400169,0.90034664,13.017307,11.097651,300.44642593410293,0.46090906026655926,12.064699,12.292874,0.7918702,0.11538461538461539,26,20
10386,6054691748830295168,187.50427401177052,0.012791817,-62.30603499441779,0.012189069,9.063674146539364,0.016397176,-36.35554968099834,0.015278965,-11.372680906897227,0.016574286,1.1564461,14.970108,12.396648,300.44585573060147,0.4622714265454245,13.565595,,,0.11538461538461539,26,20
10389,6054752668651631872,187.80231026841747,0.020309411,-61.90879537581935,0.021007901,9.334822037980725,0.027782192,-38.25845832268222,0.026841499,-10.763595324884774,0.02988283,1.4555125,8.125782,7.455009,300.5527510367003,0.8694727920455052,7.873926,13.225901,0.26976424,0.8461538461538461,26,20
10390,6058441766355347200,188.37198273533463,0.007061276,-59.3959291549229,0.008512102,9.697401721654591,0.010862841,-38.92973687533664,0.0095660435,-10.866992067623917,0.011634257,0.97881556,13.559003,11.47424,300.6450364584627,3.396093986809077,12.5020075,12.4138975,1.4308587,0.4230769230769231,26,20
10391,6058441770683656064,188.370669304206,0.07759628,-59.3963855452916,0.09261081,9.79413199967196,0.124493316,-37.11239813274679,0.10551698,-9.939046872657885,0.1258277,2.5745306,16.952244,14.0241585,300.6444001446937,3.39559205783121,15.545292,,,0.2692307692307692,26,20
10392,5343805185945764224,177.9881904019408,0.019636309,-56.47415186678297,0.019987838,9.51351527911029,0.027806869,-37.48753741129367,0.026762057,-8.74809336572605,0.02595281,1.1550994,17.012611,13.8248825,294.7455284289088,5.44916948405348,15.122157,,,0.11538461538461539,26,20
10393,5842105814153598464,187.60513958993155,0.018341413,-72.43165910180845,0.019588297,9.430493868631416,0.022266068,-38.13284914736283,0.0234338,-10.874087312598569,0.02754008,1.1042494,16.967962,13.728975,301.3253297815526,-9.625502544797131,15.036866,,,0.5,26,20
10395,5856351499141796736,184.94741377367188,0.011615295,-68.39637912426771,0.012041943,9.375721531968795,0.014046619,-37.611592626870134,0.016195172,-9.47454191375122,0.018155368,1.2036899,15.179974,12.491074,300.01236497553214,-5.704215682449688,13.691014,,,0.3076923076923077,26,20
10396,5859834202240159232,186.00401153954988,0.047541097,-67.3314586760275,0.04638193,9.257808424437934,0.05608626,-38.70973578602879,0.059481204,-10.399563173449835,0.07522579,1.0326028,18.885105,15.456581,300.28666608147546,-4.600656307884333,16.819008,,,0.6538461538461539,26,20
10397,5371046509924301312,177.44958364578972,0.010861829,-48.95890665445454,0.012125924,9.367099667032246,0.018207792,-37.14761461364385,0.015590253,-10.127762215410767,0.0172344,1.2312022,15.844238,13.05349,292.63016946179005,12.675989934646257,14.272401,12.204287,2.1446426,0.15384615384615385,26,20
10398,5859866294238119040,187.9301949398443,0.010388202,-66.80407585153182,0.0110165505,9.632382568782374,0.014077995,-38.64940434667261,0.012937736,-12.01190064004043,0.014595271,1.1212136,15.007529,12.406894,300.98766010023036,-4.0067878707887346,13.57957,11.20559,5.126533,0.15384615384615385,26,20
10400,6054900552974120064,185.31047399494162,0.020064661,-61.853064608004054,0.020546757,9.497844473274363,0.027151821,-38.32222862617066,0.025408853,-10.78609502158597,0.028621132,1.112374,17.069489,13.884547,299.3784562387112,0.8101711109062566,15.183022,5.7172327,6.1711006,0.8461538461538461,26,20
10401,5856485807039227264,188.98771832878364,0.11247868,-68.3003323474189,0.114429995,9.601743241003314,0.14154676,-38.03744660593166,0.15074475,-11.88741569497152,0.15977314,8.1736965,16.349958,13.465539,301.49475998724756,-5.471808782490569,14.7951,14.14647,6.346795,0.23076923076923078,26,20
10402,5856506049252350208,188.49765780700335,0.32776394,-68.10606070998986,0.13053176,9.487053118071218,0.23539141,-39.088162169027626,0.39583308,-11.265008125002552,0.18892543,1.1050014,,,301.29984220809826,-5.289616694082047,18.404882,,,0.15384615384615385,26,20
10403,6058696651227486464,182.4199386013093,0.027820932,-60.56114401598232,0.03166497,9.45895231922121,0.039811593,-37.36901484496403,0.036977857,-9.76193285175031,0.042346343,1.0071326,18.23233,14.7437725,297.8197122513188,1.8954562321314237,16.09807,,,0.3076923076923077,26,20
10404,5856545013160961408,190.9858298233394,0.020620316,-68.21051320488871,0.023792041,9.67685797474266,0.02736779,-37.79819719257653,0.026633251,-12.745647234516044,0.033096265,1.5421429,15.972871,13.107775,302.23349120168155,-5.348927249366076,14.425035,22.37432,2.9512253,0.11538461538461539,26,20
10405,5860035206711187456,186.43325200203472,0.02652789,-66.87098151317075,0.027484408,9.461261875032504,0.032202195,-38.187033371552324,0.033475272,-10.632300737585618,0.040036246,1.0651352,17.480156,14.088622,300.4056057336235,-4.125401427294021,15.430819,13.295651,4.2375927,0.8461538461538461,26,20
10406,5860044105883909376,186.80712524862045,0.0362605,-66.7389276803118,0.037893247,9.483079610567735,0.046164792,-37.76862053562249,0.047376838,-10.9755957027759,0.04982983,3.9539216,14.51532,12.019875,300.5396966039001,-3.9796915862447477,13.181796,,,0.8461538461538461,26,20
10407,5856567140866125440,190.75677383761345,0.010659835,-67.9390472702317,0.011589331,9.562086656386445,0.013462738,-37.47924586901307,0.014020208,-11.848032544084756,0.016078161,1.0962032,14.906748,12.306578,302.13919681093023,-5.080244064547776,13.481029,,,0.11538461538461539,26,20
10409,5860165876807095296,187.73462001056248,0.024658699,-65.8401356894002,0.030634379,9.58372397959649,0.035820346,-38.15451686304112,0.033046026,-12.377097945633638,0.037635,2.0038364,14.298362,11.491841,300.83374848657115,-3.0519326090543646,12.877734,10.15537,3.7651837,0.15384615384615385,26,20
10410,6058870064830973056,182.04840895927873,0.054935545,-60.001708721387786,0.06300632,9.45667046337131,0.08061144,-36.917261660700454,0.072485596,-9.589683223844624,0.0785728,2.1904104,18.05409,14.783396,297.54596761807966,2.417048566924367,16.201021,,,0.3076923076923077,26,20
10412,5344237706328583296,179.80326865823108,0.062431578,-54.66143748780784,0.061896022,9.732851863954343,0.08809323,-38.72646611102784,0.078535154,-10.442976165061145,0.08601781,1.1094228,19.89839,15.581859,295.3597052941415,7.440675687897921,17.073418,,,0.15384615384615385,26,20
10414,6058927479948251776,183.68443759477913,0.017558776,-59.88703207330169,0.017692648,9.362768367561227,0.02416587,-36.35502758651842,0.022230232,-10.355218269752024,0.023881057,1.1474228,16.748388,13.68647,298.3385376721477,2.6570028790859235,14.963217,18.039793,4.337469,0.19230769230769232,26,20
10415,6058943594666418944,183.34899454238308,0.08651675,-59.78599117682353,0.09666697,9.770337584659964,0.12533478,-36.930441816723594,0.11614068,-10.161370210286277,0.12713438,4.4185534,17.348705,13.911433,298.1569451063956,2.732601755311596,15.288142,,,0.2692307692307692,26,20
10418,5344337005969313152,178.80253759772842,0.10508584,-54.10604343414415,0.09827005,9.73482190731694,0.14717759,-37.681005288247775,0.14172414,-10.75970123514727,0.1408253,0.9915359,20.774736,17.076424,294.6669158099738,7.860940856490307,18.45673,,,0.15384615384615385,26,20
10421,6059079487430139264,186.25338305384975,0.022260228,-59.681654466066384,0.022929851,9.41404358291884,0.032663103,-38.29535619424488,0.029902749,-12.458896547081514,0.03128585,1.1529629,17.30775,13.815855,299.5980139447866,3.0189359935802584,15.174828,,,0.15384615384615385,26,20
10422,6059079487430141312,186.25961015160627,0.009157528,-59.68019104140867,0.010081381,9.40213218195758,0.013448986,-38.1668685672231,0.011889246,-12.698050706472527,0.013136489,1.1459428,14.921393,12.36245,299.60099509320605,3.020713865748673,13.525338,,,0.11538461538461539,26,20
10423,6124896592742959616,180.00379262732443,0.20492223,-54.28365190853892,0.19289732,9.536888246590163,0.33864555,-37.68522300790369,0.28003696,-10.496732237201837,0.26434267,1.1555032,21.220968,17.600134,295.39812650714737,7.834184409632332,19.151695,,,0.15384615384615385,26,20
10424,6124925974621818112,180.8962288569103,0.016734522,-53.70400323468448,0.018503582,9.125915457299653,0.02718602,-35.6829010347933,0.02424443,-10.211299975805286,0.027206931,1.0794728,16.8517,13.797473,295.8050122971824,8.504264801420138,15.065821,10.301544,3.887725,0.19230769230769232,26,20
10425,6124951400828926976,181.30420234422394,0.010222366,-53.56474979524011,0.01055092,9.228043932550671,0.017170163,-36.30052230757969,0.014780368,-11.043004049260757,0.014484749,1.1606684,13.910166,11.813563,296.01967561624815,8.685528929172117,12.844018,10.717539,2.4819298,0.19230769230769232,26,20
10427,6059166005256702976,186.28807568542646,0.0110866595,-59.09940246479089,0.012131643,9.5785399137372,0.016245529,-37.45752741719347,0.014590903,-12.502768318295573,0.015837844,1.1962354,14.217558,11.856402,299.55595722153936,3.599940777216637,12.967796,3.7897182,7.7955685,0.11538461538461539,26,20
10428,6059176828570998400,186.6605214760472,0.03442539,-59.48105022462093,0.03718256,9.1226088342173,0.04800352,-36.57737794569678,0.044256564,-10.977915955709303,0.048778325,1.300438,15.060482,12.346456,299.7834708833468,3.239034781052335,13.869292,14.4455385,6.426793,0.19230769230769232,26,20
10430,6125006651290070144,180.94615061052178,0.015758416,-53.401708434381774,0.01686591,8.926178089802775,0.02561891,-36.067189318619526,0.021393634,-10.353730886736145,0.02256655,1.1515968,16.684406,13.622649,295.7775441839296,8.806794629294505,14.913878,,,0.19230769230769232,26,20
10432,6125025583506021760,181.1416849937942,0.021684477,-53.13663377253701,0.022881115,9.470115511248132,0.03606659,-36.97658716125404,0.029510409,-10.286219100263068,0.030551324,1.1177782,17.5682,14.230299,295.84439003921227,9.088892578647702,15.556128,,,0.23076923076923078,26,20
10434,6125052276724154112,182.6623980417079,0.070243955,-53.097676203865056,0.08063181,9.20049434892292,0.12106978,-35.59291659224518,0.095345035,-10.805862782200206,0.10403586,1.0168222,20.552242,16.42047,296.74849565985926,9.28367337072178,17.878946,,,0.19230769230769232,26,20
10437,5860707351898902272,182.49438927296862,0.3777529,-66.11525065872988,0.40097794,8.535294538499446,0.5362984,-37.61672803570979,0.44632164,-9.366035819759476,0.53384876,1.1157503,21.375692,18.620329,298.7460787288598,-3.581028949235057,19.93707,,,0.23076923076923078,26,20
10438,6059340002969193984,185.062909225202,0.019050414,-59.174012604982515,0.021425316,8.827027878178441,0.027952855,-36.421690938679355,0.023830926,-11.078442823176985,0.028458696,1.0303905,17.281704,14.1266575,298.9385349858651,3.4557168417817286,15.421929,,,0.19230769230769232,26,20
10439,5860743975043966464,184.04988308233408,0.035955094,-66.02947641470652,0.033206835,9.28290939080423,0.043993954,-38.58577808003584,0.044666797,-9.93163643594807,0.04517721,1.7419151,17.194305,13.773645,299.3583485288737,-3.402526412084863,15.130746,,,0.23076923076923078,26,20
10440,6125218307275922176,181.0640803479284,0.019468157,-52.96072316292964,0.022716854,9.473942689280896,0.03160372,-36.03469147965311,0.024934674,-11.790775785911386,0.027300552,2.1017473,14.184071,11.784988,295.76520809744255,9.253240804392508,12.911787,,,0.11538461538461539,26,20
10441,5842913371084380544,189.69630555251896,0.012802644,-71.66432366540263,0.01311114,9.433235988078627,0.0154256,-37.67887894425735,0.016069883,-11.868645722832593,0.017677924,1.5118951,14.398727,11.8882,301.92539656731526,-8.81730525680745,13.050337,,,0.11538461538461539,26,20
10442,5860783355676896512,185.23237113542498,0.008930184,-65.57685085880844,0.010198676,9.31882987088847,0.012077202,-37.60031672481225,0.011815085,-10.090192637515646,0.015240726,0.9792927,13.249037,11.2318945,299.7820313907593,-2.8918570136808808,12.242558,14.21146,2.622694,0.3076923076923077,26,20
10443,5860789299912353024,184.2758748132392,0.026813425,-65.69300341044868,0.029177018,9.424141879849339,0.03529513,-38.51443173870456,0.034929346,-9.845677309501053,0.039565258,1.0211151,6.052122,6.029067,299.4046468244734,-3.056667767331309,6.0553756,,,0.2692307692307692,26,20
10445,6125307127202400000,181.18317530454704,0.02288256,-52.35463442670522,0.025158163,9.29651808664116,0.038809314,-35.40587588095026,0.030245975,-9.90799619076393,0.033542447,1.0741643,14.014349,12.112124,295.72439263165893,9.86229082981607,13.442164,10.3319235,30.92359,0.11538461538461539,26,20
10446,5860846745058284672,184.7625073017256,0.20308846,-65.42950651889161,0.17710763,9.658053148746214,0.24171266,-37.15549909910526,0.23740695,-8.976430571810452,0.22613932,1.2062291,22.613968,17.179369,299.57044127069923,-2.769359241416976,18.944006,,,0.11538461538461539,26,20
10447,6125324169627638016,181.96839651124625,0.023899293,-52.55518781097215,0.026966143,9.010445435360333,0.043632362,-35.49160805796327,0.033069033,-10.384577539464994,0.035627004,1.1952275,17.353004,14.326477,296.23831152666435,9.749459636178669,15.629761,14.681914,5.1976757,0.19230769230769232,26,20
10450,5860870217087414528,185.12961197357384,0.078911185,-65.06646616726573,0.08278285,8.852616652573836,0.10298986,-35.81772252758405,0.10290599,-11.359374855243045,0.113018975,2.0303578,,,299.6785650058644,-2.390209090390916,13.374796,,,0.11538461538461539,26,20
10452,5860886228720919936,186.53984621928052,0.0091113625,-66.03138165586411,0.009888614,9.455033557616407,0.011875741,-37.91565245093165,0.011195797,-11.106641545607323,0.013004883,1.1113431,14.763232,12.15716,300.3647807013834,-3.285710181282965,13.336895,,,0.8461538461538461,26,20
10453,6125355368271035392,182.88792945940966,0.02257088,-52.289485076890315,0.026574552,9.003186139320647,0.039409436,-35.7417980315922,0.030275604,-11.71958852524217,0.034451317,1.1247015,17.735193,14.515456,296.7558018674745,10.103309345499277,15.8224325,,,0.11538461538461539,26,20
10454,5860897842313432576,186.08823468298414,0.011045106,-65.95221709500188,0.010585667,9.056180935563988,0.013847845,-36.490100919569535,0.013901338,-10.545560060700607,0.014813677,1.0376316,15.262379,12.631355,300.1736334689603,-3.2256271321032437,13.816416,18.635965,2.7968993,0.19230769230769232,26,20
10455,5860899384145151616,186.48724223756386,0.08997215,-65.95438056235372,0.09057584,9.201154656346384,0.113691755,-38.03797627377979,0.10653446,-11.317557208177767,0.12396832,1.0664569,20.609085,16.376045,300.33584952076444,-3.2111925003889383,17.852211,,,0.8461538461538461,26,20
10456,5860899560245289472,186.2700235717524,0.028989116,-65.99503570791124,0.030004632,9.71628337726668,0.037348576,-39.08618704421549,0.03503983,-11.24188097296898,0.042575195,1.0421276,18.032242,14.597037,300.2518164708861,-3.260539446722095,15.95681,,,0.19230769230769232,26,20
10457,6125369661922536960,183.32682752903656,0.011726767,-51.94484527938456,0.014204178,9.122817013338706,0.022110762,-36.06593742526761,0.016259307,-12.106078998708572,0.020262675,1.690573,15.135973,12.259848,296.97281336166213,10.485170644496415,13.499011,14.704753,24.698933,0.11538461538461539,26,20
10458,6070971354193194240,181.67037399405973,0.008737488,-59.34909681010141,0.009757726,9.76087008180162,0.012041845,-38.114017758672226,0.011378218,-9.674056834677131,0.012665751,1.0613412,13.581983,11.470652,297.24658737290724,3.0277071655405567,12.50648,14.576964,1.46909,0.3076923076923077,26,20
10460,6125406255045171584,181.9222168718323,0.06000712,-52.1560797437284,0.068375416,8.774150026078294,0.10713522,-35.25306867349785,0.08517024,-10.323667750622992,0.10032673,1.1052551,19.953083,16.020508,296.14077829159606,10.137858515822069,17.450815,,,0.15384615384615385,26,20
10461,6125408866384841216,182.20154582364663,0.012439427,-51.99538949439516,0.014274526,9.084282315561786,0.020647457,-36.0844315105912,0.016917026,-10.510946334224663,0.01927074,1.1252586,16.137527,13.253317,296.28504663138057,10.325312295145007,14.496594,-4.7438507,9.781335,0.19230769230769232,26,20
10463,5860949137043373568,185.94045943827442,0.00838093,-65.84121572859819,0.008496961,9.443438611150832,0.010586068,-38.45079954354852,0.011039017,-10.24130806578412,0.011574265,0.84382683,12.844068,10.953675,300.10172340189933,-3.1216653038010413,11.914894,,,0.7307692307692307,26,20
10464,5860967833106246912,185.8653234692094,0.011552164,-65.60386218834869,0.012265332,9.526959524271259,0.014819483,-38.63293325639852,0.014874162,-10.997725089615962,0.016107019,1.1692898,15.309024,12.431247,300.04531344052305,-2.8890331882690776,13.666424,15.779435,7.2508106,0.8461538461538461,26,20
10465,5860992778279047936,187.6516493695184,0.015350714,-65.25773802452244,0.016534736,9.324493959305482,0.02008062,-37.79518497137421,0.018297186,-11.912749954818896,0.021738885,1.1095293,16.284466,13.310758,300.7526933945337,-2.4741682021219114,14.56535,12.476577,3.6579683,0.11538461538461539,26,20
