,source_id,ra,ra_error,dec,dec_error,parallax,parallax_error,pmra,pmra_error,pmdec,pmdec_error,ruwe,phot_bp_mean_mag,phot_rp_mean_mag,l,b,phot_g_mean_mag,radial_velocity,radial_velocity_error,probability,stability,label
811,5969374937922627840,249.7441283780139,0.08461042,-39.62475767642267,0.047121316,5.540242571772387,0.09106306,-10.529162590685154,0.12921736,-21.83918766574264,0.10091843,0.9606554,,,343.2779024856768,4.801347313720759,16.317251,,,0.19047619047619047,147,1
812,5969374937944300160,249.7444627445945,0.05203118,-39.62437861631158,0.029554171,5.493711627356867,0.05795138,-12.206611433251272,0.07001964,-22.05319858045996,0.053704046,0.7223075,16.823946,13.822258,343.27835855863646,4.801406215399049,15.348442,,,0.7006802721088435,147,1
813,5969375139760701312,249.64637064018075,0.13345115,-39.675073645828945,0.07483245,5.432928250242161,0.14790481,-11.633036224172812,0.17797416,-21.169003216639467,0.12739474,1.000211,20.527897,16.72481,343.1899879791979,4.82420799193057,18.14034,,,0.9523809523809523,147,1
814,5969375487700182656,249.65061780665582,0.019896613,-39.63004375213221,0.011355264,5.7348249367159765,0.021716572,-11.269232133069586,0.02663878,-21.016084665333974,0.020472078,1.1285089,12.09438,10.771071,343.2259389256164,4.851687201504227,11.518403,-0.60343146,2.457285,0.9591836734693877,147,1
815,5969375865657320064,249.7192344018672,0.018427636,-39.58003767209651,0.010390563,5.662313170485178,0.020662155,-11.641894211115254,0.025323302,-21.044825877724357,0.019174736,1.0061437,15.64976,13.210704,343.298694809619,4.845375772421379,14.342049,-0.39507943,3.8196528,0.9863945578231292,147,1
816,5969376312313754368,249.53668293774916,0.06468294,-39.70809348612387,0.03701733,5.467840803033948,0.07165982,-12.433479801095679,0.092154615,-21.304858560668713,0.07053653,1.393001,18.329197,14.791242,343.1089063321156,4.865281055596972,16.189428,,,0.9047619047619048,147,1
817,5969376587211838720,249.52491295256206,0.0410575,-39.67870020086926,0.023795512,5.7041720067085855,0.046907473,-11.875437634088147,0.05586854,-21.183025697098174,0.044717547,1.1614431,17.449574,14.370168,343.12487285617993,4.891604098935007,15.737244,,,1.0,147,1
818,5969378232129029376,249.52793817192602,0.01433601,-39.58839642579756,0.008451389,5.726260663823408,0.016432144,-11.363739100201586,0.01940825,-21.598409693644683,0.0151326945,1.1419064,12.74397,11.304116,343.1940747961425,4.949969571150899,12.091985,-3.0793152,8.3246355,0.9183673469387755,147,1
819,5969379129832538880,249.66022030339406,0.085642636,-39.55108404768213,0.04975357,5.378231699344639,0.098846555,-11.826395540473518,0.11871179,-21.22871454661686,0.0974271,6.1226296,9.088475,8.174205,343.2901003649383,4.898617311460089,8.722373,,,0.9863945578231292,147,1
820,5969379232911759488,249.64278854093112,0.024003703,-39.55678049837637,0.014984246,5.709668990574178,0.027693154,-12.504819172369725,0.03310613,-21.412352712240683,0.027796041,1.0407254,16.441029,13.751378,343.27686479078943,4.904877561002214,14.9518385,-3.7290564,7.503888,0.9115646258503401,147,1
822,5969383837105184000,250.44614033561982,0.11017444,-39.99235176069309,0.06249968,5.701836117869787,0.12403971,-11.549591892617173,0.14262082,-19.858703157631,0.11336466,0.95727354,19.876513,16.707037,343.3584806519657,4.153668800611664,17.972923,,,0.1564625850340136,147,1
823,5969388132072609152,250.35301717256706,0.050021328,-39.9298403831599,0.02605864,6.021611026719697,0.04678578,-12.430395858638644,0.068402566,-22.674891222383692,0.052154444,0.98163086,17.888292,14.773895,343.35857947996277,4.248549527194982,16.059715,,,0.5850340136054422,147,1
824,5969388265196348800,250.26055518300748,0.16452578,-39.969150047668094,0.089380704,6.162073835521216,0.15973794,-12.002748794013922,0.22835626,-20.791582828037576,0.16947688,0.9713412,20.777308,16.784864,343.2820943936081,4.275970363894217,18.189352,,,0.6258503401360545,147,1
825,5969388952367840128,250.34365992369,0.01765844,-39.89922382250009,0.009641978,5.693895810025959,0.01772153,-12.224258438710367,0.022877963,-21.326870794521223,0.01818,1.0698478,14.860965,12.776943,343.3769462007448,4.274111407058831,13.813997,0.49952772,2.423954,0.9591836734693877,147,1
826,5969390468535642368,250.44510172006096,0.06509472,-39.969628710446585,0.03723884,5.618232959066949,0.07357945,-11.296012025366524,0.0861406,-20.61718857482945,0.069116384,1.0481147,18.821444,15.381058,343.3751186763992,4.169212425536003,16.746984,,,0.782312925170068,147,1
827,5969391327529168000,250.48333196561478,0.018492496,-39.88352356790477,0.010554365,5.631303718671294,0.019430447,-11.557979948979309,0.026633807,-20.874875770894526,0.021190515,1.1684389,15.082091,12.852119,343.4594983642226,4.2037323666477535,13.926151,-0.039168835,2.170467,0.9727891156462585,147,1
828,5969391499327890432,250.47549192124356,0.037034318,-39.86088775920851,0.022066023,5.564314338551442,0.040353697,-11.964266148220574,0.055784546,-21.189002250681426,0.043677952,1.0045165,17.618973,14.682053,343.4726383334209,4.223145196075718,15.941961,,,1.0,147,1
829,5994263070816883584,244.72616581225418,0.06555057,-39.19295413541683,0.042565677,5.7432806794163795,0.078538,-13.734497723486557,0.08272528,-21.019652367227053,0.053332202,0.998277,18.796795,15.467453,340.9189535652428,7.9188767896472525,16.793995,,,0.22448979591836735,147,1
830,5969392049083647616,250.56024607427042,0.030010493,-39.863560422481854,0.018405262,5.766485765842049,0.03425254,-12.258575748396435,0.04289994,-22.359099277310982,0.034332473,1.8808376,11.319052,10.261702,343.51347034892456,4.172340275089175,10.880129,1.8381053,2.2949364,0.6666666666666666,147,1
831,6017849313212522880,249.15148174187436,0.027962355,-37.992842566071346,0.020774122,5.683971883494171,0.033313293,-12.40568144975845,0.037011985,-21.415491322638395,0.028878551,1.0686224,16.640633,13.873803,344.1928407568557,6.232097475948923,15.085472,0.5384301,5.129107,0.9523809523809523,147,1
832,5969392049083647232,250.56094480682063,0.15452446,-39.863918540965386,0.07333029,5.611106997902913,0.14395021,-12.981352197691514,0.22420353,-20.22716734291743,0.15648396,1.1026175,15.562091,13.7567625,343.5135525711549,4.1717006106627466,15.530551,,,0.272108843537415,147,1
833,5969398130757780992,250.4902284438672,0.02055508,-39.65938257961445,0.012000029,5.745631242390681,0.02425128,-11.79256524239645,0.031266913,-21.75480132282516,0.024326134,1.0187514,15.640807,13.247315,343.63241287304135,4.347029404799796,14.363637,-3.6445844,4.899675,0.9727891156462585,147,1
834,5969398508670852992,250.09708808380546,0.1796417,-39.98256546443468,0.09810176,5.347104369338016,0.20355017,-12.532928988408287,0.23206727,-21.528171821784046,0.1846401,2.8454652,19.022415,15.393549,343.18907066917683,4.361220166511961,16.912855,,,0.6598639455782312,147,1
836,5969403074221533824,250.05675116665478,0.19378275,-39.85102016263807,0.10823066,5.469715893807501,0.21157338,-12.17169261158697,0.2745665,-21.53288569682088,0.20540436,1.0500118,21.22089,17.13814,343.26757773577714,4.471376786987298,18.672874,,,0.8775510204081632,147,1
837,5969403147280499840,250.09884127732946,0.037180994,-39.86832180231262,0.02161609,5.66206173299309,0.04128329,-11.44319150030201,0.051827226,-21.1509779093279,0.041284356,0.938042,17.971909,14.780863,343.2759695186227,4.435694511719449,16.08127,,,0.9863945578231292,147,1
838,6017869825978980096,248.5248838066538,0.031517103,-38.0967932211552,0.02182625,5.901418282959832,0.040058725,-12.709115081224894,0.04390972,-21.921730442973768,0.03468518,1.060734,17.039427,13.995361,343.7824582231556,6.528707947263649,15.276427,25.636946,4.7861032,0.8027210884353742,147,1
839,5969404414258526080,250.06458463763943,1.1901873,-39.78357776629976,0.5227789,5.364239788872612,0.9843837,-11.472946292696587,2.0016685,-20.779865025808977,1.278864,1.1484314,22.085695,19.084494,343.32233220204694,4.511439395786887,20.52331,,,0.10884353741496598,147,1
840,5969404895288341120,250.16497668394106,0.041437622,-39.80268633755719,0.023382552,5.706001129821828,0.046345375,-12.633783349511747,0.05814558,-21.84177550516342,0.045410678,1.0360708,18.044779,14.832508,343.35904362876386,4.440900233279337,16.1429,,,0.8435374149659864,147,1
841,6017875319216629888,248.75094156500526,0.43685338,-37.95571212298464,0.2283815,4.824325648567866,0.46174228,-11.124661761196409,0.6113333,-21.40342386194562,0.3654017,0.97141427,19.526606,19.292667,344.008047920023,6.49160009575095,19.42223,,,0.14965986394557823,147,1
842,5969405346303810688,250.19476781805878,0.05144953,-39.77051789594464,0.029596366,5.688831151048229,0.0565683,-11.800845471981951,0.07239704,-20.97370845334352,0.056440454,1.1360729,18.25955,14.770619,343.3984386986134,4.444927234212713,16.128052,,,0.9931972789115646,147,1
844,5969407820162578048,250.3557224268603,0.09076351,-39.74145106903768,0.054277092,5.5673484443201,0.106522895,-12.479036923146488,0.14606898,-21.13083400282806,0.1178656,1.1368647,19.716204,15.964595,343.5021526830133,4.3710158614914105,17.373047,,,0.8979591836734694,147,1
845,5969408060680791296,250.27677327219172,0.044181004,-39.77894631926767,0.024588406,5.5643054249457595,0.04913331,-11.117883733064712,0.05782067,-20.697214856375822,0.04596006,0.9195414,15.401672,12.35893,343.43376569586525,4.391985770245436,14.282644,,,0.7755102040816326,147,1
846,5969408060724117632,250.2767470101478,0.013393581,-39.77843148771439,0.0076553947,5.662173581776743,0.014455827,-13.107961076263992,0.017773516,-20.46278138970704,0.014005091,0.88447225,13.551688,11.846933,343.43414071444766,4.392340234314131,12.8302,0.57039505,2.3710423,0.29931972789115646,147,1
847,5969412115173389184,250.27870255500792,0.036207527,-39.64747995365188,0.020492263,5.617964858774362,0.043050025,-11.662873355264242,0.05721727,-21.14936910645357,0.04345909,1.0244814,17.652124,14.582674,343.53392958884206,4.477500621852099,15.863084,,,0.9863945578231292,147,1
848,5969412694946705408,250.20328059682967,0.018093763,-39.63381102450987,0.009907841,5.711805141350902,0.020714734,-12.136530748942443,0.027248183,-19.98915119135777,0.020719219,1.4447517,12.839839,11.310554,343.50583318620977,4.530183896608481,12.140889,-3.7561889,4.4557242,0.4013605442176871,147,1
849,5969414172417134976,250.34815075811986,0.20231973,-39.5635894087373,0.10053063,5.509763826696513,0.21978925,-11.127885753680683,0.29635042,-21.097899613520802,0.19818616,1.015747,20.845327,16.96461,343.6325989502275,4.492482460629101,18.365072,,,0.7687074829931972,147,1
851,5969415100131719808,250.27904078723344,0.075720325,-39.526207582568816,0.045250777,5.708506140099799,0.09200693,-11.524461555377226,0.12841976,-20.828858095430483,0.091152124,1.278337,18.581905,15.237087,343.6256159425028,4.557205183843975,16.619661,,,0.9387755102040817,147,1
852,5969416375782723456,250.70218319947907,0.028231535,-39.75957770847039,0.018331964,5.557967294363361,0.031438198,-11.053737599232985,0.041919246,-21.368997227760214,0.034242798,1.0606669,16.622742,13.9474945,343.66387091132754,4.158238625820703,15.14646,,,0.8163265306122449,147,1
853,6017901917976787328,248.9273519158517,0.037883334,-37.755687331238605,0.027305566,5.762725437739441,0.044013128,-12.57071186985338,0.04743596,-21.735516004358775,0.038990013,1.0854355,17.357279,14.514426,344.2514316804952,6.522187627616304,15.736046,273.9964,4.975675,0.8639455782312925,147,1
854,6017906144224768000,248.79984839732435,0.08893191,-37.69709923884855,0.065549664,5.3870696881165046,0.109924726,-12.943175825443245,0.12196096,-21.538751862101385,0.09780551,2.9187808,16.918747,14.053712,344.22726611302926,6.6363215075177235,15.329738,,,0.5714285714285714,147,1
855,5969418368610135680,250.74789951372054,0.08511922,-39.68379505301863,0.052736167,5.465793817035181,0.09534658,-11.974477726821089,0.11153743,-21.63397225119325,0.09077264,0.92399806,,,343.7443799226076,4.181304163085556,16.917768,,,0.8979591836734694,147,1
856,5969418884043060608,250.77092298771032,0.08694983,-39.634508493410785,0.05129715,5.41726470398091,0.10051295,-12.204419747504867,0.10651576,-21.867226115597532,0.08757626,1.014606,19.373205,15.846987,343.7933721887369,4.200169653894479,17.208382,,,0.7959183673469388,147,1
857,5969419326378897920,250.69036851755763,0.079085186,-39.66380928073091,0.046119664,5.243037669735675,0.084437914,-11.25222495703579,0.10137938,-21.597623394988453,0.076800264,1.5220382,16.062616,13.238749,343.73044009751305,4.22785493661195,14.645422,-13.321068,5.431302,0.5986394557823129,147,1
858,5969419330719674240,250.69001062478168,0.068490475,-39.66345401213289,0.039397996,5.510776902372102,0.07521898,-12.835819161229004,0.088269874,-21.62088757155672,0.06661626,1.2428455,,,343.730528184887,4.22829584817292,15.03138,,,0.7482993197278912,147,1
859,5969421937719247744,250.59471836000517,0.11824163,-39.60702508930381,0.07113691,5.748117992124483,0.13447726,-11.900893568545172,0.15784077,-21.01311406321529,0.11999499,1.6150142,18.694986,15.121571,343.7250037681996,4.320705056991477,16.53675,,,0.9727891156462585,147,1
860,5969422938492276352,250.7224896113977,0.022230461,-39.565127564773924,0.012823995,5.610507021662527,0.024796775,-11.612177998614158,0.03122817,-20.82853119073938,0.021248031,0.9747807,15.090388,12.890299,343.8214607029994,4.273802098231055,13.962059,2.2696044,4.0777445,0.9591836734693877,147,1
861,5969424892656800384,250.80480146397485,0.04047585,-39.58913490857698,0.022034988,5.5204779394456125,0.042983457,-11.256064989937475,0.050698627,-20.920039320068962,0.039739024,0.98463094,17.433586,14.501305,343.84490025529794,4.210123223916863,15.754638,,,0.9251700680272109,147,1
862,5969427336540154496,250.97722567099424,0.050536692,-39.47072550007302,0.032432534,5.504758064345318,0.059772152,-11.500085684900082,0.06946109,-21.103325779112897,0.054680664,1.1141968,18.21722,14.967768,344.0219068434583,4.186808889303546,16.29735,,,0.9863945578231292,147,1
863,5969427783179517312,250.962800348115,0.09839265,-39.430025084640675,0.073102936,5.934925342509761,0.12282597,-11.278802130986987,0.1413974,-21.213144564223228,0.09178467,1.4601372,,,344.04553988884777,4.221810025156261,15.504991,,,0.8435374149659864,147,1
864,5969427783216847104,250.96330543350658,0.031396795,-39.429951722495005,0.019226039,5.737977339242105,0.036001418,-11.472513197759932,0.044725105,-21.26435535673103,0.032138716,1.4201694,15.635922,13.150814,344.04585093367035,4.221562320197468,14.428999,-3.0931854,9.757744,0.9863945578231292,147,1
865,5969428672251578752,250.9109985625894,0.026108475,-39.416103189853175,0.0148346145,5.677161445771241,0.028692419,-11.657455101449413,0.034722585,-21.586415885042552,0.026002808,1.0826861,16.403395,13.502739,344.02991707185646,4.2612097871214765,14.750956,3.8066158,4.4008665,0.9863945578231292,147,1
866,5969429329368570112,250.7319968763497,0.12239325,-39.47747523413799,0.07287591,5.655347787754633,0.14330094,-12.488150303351038,0.16750398,-22.29215198158049,0.12877081,0.8692737,19.359352,16.414812,343.89271021536877,4.325655336717799,17.965706,,,0.6666666666666666,147,1
867,5969431459709038336,250.82706884773688,0.06020677,-39.39682209016839,0.037964977,5.786266652701278,0.07132595,-12.545474221028876,0.080646016,-22.19885208822651,0.06427377,0.99415505,18.933163,15.564501,344.0020569077896,4.322897312809369,16.914444,,,0.7210884353741497,147,1
868,5969432387422024832,250.81582563306742,0.021402327,-39.36963126019465,0.013387312,5.618742142177943,0.024556419,-11.376607975838956,0.027619502,-21.489614232020045,0.022448834,0.97947174,15.842563,13.382226,344.0169901012334,4.347251633497063,14.520149,-16.61194,7.7790155,0.9455782312925171,147,1
872,5969436888548506624,250.55214168012557,0.15273808,-39.436322083119975,0.10512678,5.5224190023005155,0.17282781,-11.172553694093592,0.37404326,-20.225080058822016,0.2996805,1.0693266,,,343.83258110376545,4.4575008033182195,16.832016,,,0.47619047619047616,147,1
873,5969436922908239232,250.5115741676884,0.020729417,-39.468472610455834,0.011441597,5.626618561168599,0.024718434,-11.653632770111575,0.025811287,-21.001411234495542,0.020921169,1.0062084,15.410516,13.120072,343.7876286662589,4.460022765184976,14.213454,-24.970137,5.15491,0.9795918367346939,147,1
874,5969437403944592000,250.5850234423132,0.042609688,-39.40300394419779,0.023593916,5.711702039511404,0.05779195,-12.109676631848245,0.053118385,-21.182166890926815,0.044584237,1.0378388,17.429207,14.479703,343.87451823093414,4.460193494845463,15.72725,,,0.9727891156462585,147,1
875,6017944661475076352,246.30641458697724,0.030204669,-39.938941964796285,0.0216292,5.692533768938237,0.037654765,-13.264685330468097,0.03994638,-21.039704290189537,0.030895624,1.0523986,16.950033,14.037202,341.2433890396448,6.527179804886756,15.280784,,,0.4557823129251701,147,1
876,6017949776765321216,246.12367421890806,0.03201644,-39.81486495250978,0.02238802,5.463893632727226,0.037076995,-12.481911966490342,0.0419711,-20.31899737103435,0.032756615,0.97046524,16.918074,13.970915,341.23504483744307,6.714245116290822,15.21636,32.269836,13.777549,0.6598639455782312,147,1
877,5969440423259460352,250.4752331336996,0.03131246,-39.382150058382244,0.01712673,5.7600355899518965,0.036728736,-11.807550627918339,0.04149781,-21.39384135254163,0.030169765,1.0086452,16.837269,14.065921,343.8344260833559,4.537888562970225,15.27961,10.1231165,5.982283,1.0,147,1
878,5969440354539927424,250.48761006722452,0.07181523,-39.397413380522096,0.03973756,5.550661990240618,0.09133588,-10.463599403848628,0.08962916,-20.761222696484523,0.07116539,2.0786865,17.154987,14.284713,343.8291850382718,4.520649943103395,15.583041,-9.597138,5.2819695,0.46258503401360546,147,1
879,5969443756157997824,250.62542831496526,0.10078122,-39.31788076671315,0.05764435,5.900842658079061,0.13685122,-11.857891233201515,0.13792062,-21.867310138151637,0.1157464,0.9884212,19.92027,16.416931,343.95952811372706,4.49243052714094,17.773537,,,0.9387755102040817,147,1
880,5969443893595540480,250.6619610607775,0.015605956,-39.31497394797148,0.009104827,5.6569920417446875,0.021255838,-11.696034842865618,0.019582313,-21.03408878907576,0.016461754,1.0961145,12.813099,11.1894045,343.980311311155,4.472988475482631,12.052114,2.7867439,3.7996557,0.9795918367346939,147,1
881,6017949781056620160,246.12497872192256,0.13037549,-39.81568472242464,0.08361051,5.618524081961409,0.15093261,-12.627116010525567,0.16775528,-19.688938639875772,0.12937897,1.0202514,19.850567,16.364244,341.2351541180505,6.712955054763125,17.761267,,,0.12244897959183673,147,1
882,5969445203606643840,250.7886072258918,0.046720207,-39.250775223639266,0.028266506,5.8096880163906315,0.058214813,-11.91642103367569,0.06292778,-21.453274564189343,0.049861018,1.0205622,18.218819,15.038011,344.09335697373024,4.440913794080536,16.334312,,,1.0,147,1
883,5969445920820483328,250.69790037874512,0.042306475,-39.229888686576125,0.027634215,5.802033096346019,0.052545972,-12.169108508589364,0.05650758,-22.05262753401681,0.0484314,1.7042794,17.077074,13.900655,344.0630797685886,4.507700890521715,15.204773,-4.4778657,6.0797005,0.7959183673469388,147,1
884,5969445993880684288,250.75208638130184,0.01374475,-39.23707026809715,0.008560196,5.649592513644068,0.017779298,-11.278376971379352,0.019005189,-21.316170196859005,0.015369703,0.9682461,14.236455,12.32432,344.0851935040626,4.47127110295538,13.289255,2.4793444,4.427721,0.9659863945578231,147,1
885,5969446062600164352,250.74960549948074,0.02989001,-39.23604475948518,0.018701835,5.583789261384271,0.039072383,-11.603246690184854,0.04204452,-21.154154648536448,0.034515902,1.0105721,17.175444,14.319074,344.08471004563444,4.473395177266489,15.562626,,,0.9863945578231292,147,1
886,5969447226490493696,250.63391968264258,0.03509185,-39.271724416045686,0.021236604,5.664313447717101,0.04446242,-12.302474656958498,0.045865577,-21.51597803391682,0.03754362,1.0722057,17.320673,14.470589,343.9988138644058,4.517723700119294,15.700341,,,0.9591836734693877,147,1
887,6017961429027488896,246.10351054848655,0.051158328,-39.805245470662484,0.035553455,5.494881045363964,0.060950287,-13.245678174198027,0.064338244,-21.050740193029824,0.052192807,0.98863786,18.208817,14.758516,341.23114580949857,6.732062359394179,16.111355,,,0.43537414965986393,147,1
888,6017964143446851712,246.2238054912316,0.043913744,-39.67254139677143,0.030611355,5.873501027389149,0.051758368,-14.085754870195213,0.058765423,-21.420772325989187,0.046561766,1.015316,17.876974,14.693528,341.39194779710215,6.757879362003361,15.992848,,,0.14285714285714285,147,1
891,5969451113453073792,249.99123397695547,0.023896726,-39.78903840087556,0.013492666,5.645766267812066,0.029229082,-12.115085977944595,0.0327184,-20.732935120503218,0.027116565,0.90588546,7.7996182,7.6621175,343.2808349931504,4.550112322993166,7.767829,,,0.9591836734693877,147,1
892,5969451663238800512,250.04600085433097,0.03372872,-39.73940902428724,0.017677609,5.774270239577988,0.037080888,-12.372949360192809,0.046292346,-22.060937185976922,0.03510716,1.0463923,17.373262,14.348069,343.3461084712581,4.551353978440122,15.610642,2.97776,5.925471,0.7687074829931972,147,1
893,5969451835037193600,249.96903319207084,0.035273686,-39.74198723789452,0.019265382,5.707182135389046,0.040618487,-12.056141643329614,0.047471914,-20.99189057936281,0.037231486,0.99336886,17.44464,14.517383,343.30489998844587,4.594039349246225,15.7618885,,,0.9931972789115646,147,1
894,5969452694030695680,249.96930944965916,0.016340997,-39.70640795916307,0.008385042,5.722388349408393,0.019299699,-12.293606996155003,0.022959482,-21.311641843824262,0.017899634,0.9253166,10.796325,9.95115,343.3318031877973,4.617423423962042,10.462453,3.231631,5.104568,0.9591836734693877,147,1
895,5969453415585161600,250.0292874788917,0.029565506,-39.70469316941305,0.015539493,5.576663230718661,0.034735583,-12.194588602264623,0.040792618,-20.965930491759067,0.03096727,1.0435355,17.119928,14.070195,343.36371285402606,4.583949940018454,15.338788,-0.09984372,9.389927,0.9659863945578231,147,1
896,5969454137112293376,250.10554361557908,0.14557542,-39.629028155961805,0.06916786,6.145050114295811,0.15492669,-12.211603659788375,0.19113757,-20.812235285143448,0.1325549,1.5437193,17.648188,14.646359,343.45959996497965,4.589891265040307,16.139168,,,0.6258503401360545,147,1
897,5969455374090348800,249.8831432304088,0.032799453,-39.706487323068345,0.01805866,5.785889203317005,0.03788582,-12.300257695139987,0.046451002,-21.649152200605833,0.03703937,1.0097553,17.167236,14.3236475,343.2877094628093,4.667050598859591,15.557905,,,0.9591836734693877,147,1
898,5969455644619632768,249.85916923047748,0.012513647,-39.698009711847526,0.007119291,5.692598995685896,0.013925563,-11.511839482803245,0.018458184,-21.723347950957745,0.01466516,0.8533457,13.532709,11.8296995,343.28181846771986,4.686482896765079,12.716894,-8.80267,6.7371173,0.9591836734693877,147,1
899,6017983071349189120,246.72777740971318,0.014291712,-39.3951621798597,0.010222313,5.799553665468821,0.017930483,-12.965171343578795,0.021671796,-21.12919153146472,0.019146452,1.0560266,14.272047,12.327088,341.8644559253977,6.6695411609701845,13.298912,-0.7631078,4.7391768,0.6394557823129252,147,1
900,5964356491962343808,253.5287247481839,0.1038009,-44.30454331760229,0.060549546,5.616992051349633,0.112585925,-12.107199238243012,0.11983103,-22.144677952476947,0.09634703,0.9527327,,15.62758,341.5341819642675,-0.37253224861787004,17.175447,,,0.3129251700680272,147,1
901,5969457126408116864,249.88878895602414,0.022134976,-39.60928658235617,0.012519951,5.686173335711996,0.024755372,-12.289790570322104,0.030080555,-21.3064568882767,0.024542442,0.8906268,8.3212385,8.115849,343.36366140010927,4.728180549884768,8.260348,-1.4143436,0.8987173,0.9591836734693877,147,1
902,5969457298235852160,249.86227071822054,0.08994823,-39.58760540765361,0.04951984,5.575127210313661,0.0989371,-12.495775707776122,0.122575074,-21.29880710999815,0.095288694,0.93138313,19.462229,15.964604,343.36637635885273,4.757849806259048,17.3046,,,0.9047619047619048,147,1
903,5969456233083874560,249.88353626281415,0.21927157,-39.648591780744965,0.13136837,5.79386740480702,0.24303289,-12.808805666283448,0.30003777,-20.317899907855754,0.25662172,1.0668654,20.883713,17.345324,343.3314262748999,4.705176463680791,18.8781,,,0.3401360544217687,147,1
904,5969458191559969152,250.00165929069033,0.03132221,-39.5544990133379,0.017284643,5.679517815271136,0.034577437,-11.572372558202874,0.04180382,-21.08503094850894,0.03535249,1.0025856,17.301874,14.342101,343.4626404445231,4.699225665965889,15.603731,,,0.9863945578231292,147,1
905,6017994483096807808,246.2648765701122,0.08586635,-39.41736388945728,0.06739282,5.649436851877822,0.10213987,-13.152313709739362,0.11856454,-21.489355746730155,0.09131446,1.0370568,19.3765,15.845632,341.59900857631953,6.912319418686775,17.200735,,,0.5238095238095238,147,1
906,5969459527273575552,249.92977055569168,0.015973005,-39.50149534216644,0.009397521,5.70197652119757,0.017542914,-11.389931431239987,0.022645922,-21.233609472252056,0.017905785,1.0110352,14.851446,12.742041,343.4657122824758,4.775871487696216,13.774179,-26.021662,3.4185784,0.9863945578231292,147,1
907,5969462482209318016,250.26828125609205,0.24534395,-39.47970643157263,0.13935983,5.4971592181319915,0.2653558,-12.066180620791865,0.3725419,-20.351047168707623,0.27112925,1.2291089,20.674973,16.959385,343.6552229922852,4.5940871701393045,18.590937,,,0.5714285714285714,147,1
909,5969464681240005888,250.0906952537439,0.11880956,-39.478520724243005,0.06505944,5.42336986750018,0.13208102,-12.334735754266696,0.18828106,-20.916310496584092,0.15072529,0.96673876,20.623722,16.499487,343.56540001633243,4.697887934973301,17.939486,,,0.9251700680272109,147,1
910,5969465097897504640,250.0905259149474,0.08006,-39.44394889786125,0.042665783,5.62909288503274,0.08553986,-11.546332460478357,0.12036114,-20.600758334326905,0.09750919,1.0304174,19.337772,15.892935,343.59136099481395,4.720818239391285,17.22548,,,0.8299319727891157,147,1
911,5969465746382705792,249.99694580994827,0.13583274,-39.416560105231405,0.07512745,5.996485694585579,0.15378311,-13.591587282806593,0.21750662,-21.750475815032257,0.17092758,7.067077,10.553389,9.477789,343.56405893963404,4.793167592857845,10.326369,,,0.2925170068027211,147,1
912,5969466296142536832,250.04453031530701,0.034435008,-39.36714308508764,0.019276202,5.6347068340572815,0.038752407,-12.01917942162303,0.050290976,-21.820950305907747,0.040583227,1.2023789,17.075068,14.250366,343.6256644206542,4.798236364764002,15.482725,-5.097022,6.2033963,0.9591836734693877,147,1
913,5969466467939003136,250.1605493393174,0.29088578,-39.41484819279103,0.1590524,5.833658919560739,0.33215204,-11.785380551270425,0.43480408,-21.076927115864535,0.33486763,1.0193862,21.733873,17.737122,343.64911815331277,4.6993981795792585,19.19046,,,0.8163265306122449,147,1
914,5969468087195065984,250.12879600874192,0.043213673,-39.32052102725088,0.024904404,5.788149467351727,0.048202604,-11.912374614011803,0.06748036,-21.185677138181795,0.05236107,1.329455,17.160435,14.338592,343.7039826684138,4.780086882937548,15.580699,,,1.0,147,1
915,5969468533872426240,249.78371507062175,0.013009156,-39.6241180849947,0.007300292,5.705292426447035,0.013793629,-11.24314655084439,0.01789681,-21.431798435573775,0.014236274,0.8416756,13.805698,12.002163,343.298683416294,4.778957737563667,12.9306135,3.7968023,2.5141308,0.9387755102040817,147,1
916,5969469010563722496,249.778942673672,0.054943383,-39.56524754735885,0.031505287,5.596315522197696,0.061717506,-11.964506532741268,0.07425845,-20.388808081648676,0.05982908,1.0031146,18.535198,15.37934,343.3404475890065,4.82075762333638,16.685358,,,0.7891156462585034,147,1
917,5969469663415932160,249.74833544297263,0.026383728,-39.57340464415188,0.015650656,5.659515484205576,0.02929867,-11.96630076989646,0.03669144,-21.903331630460357,0.028285645,1.033953,16.90294,14.095638,343.31861411306545,4.833000022002561,15.320562,2.470879,7.2314405,0.9455782312925171,147,1
918,5969470728548177408,249.87587852982574,0.039734427,-39.5271894829472,0.022322444,5.612553679136083,0.04390168,-11.578911082868842,0.056172945,-21.025600344954764,0.04368,0.9861013,17.985655,14.82914,343.4187651592927,4.790014661021084,16.130247,,,0.9863945578231292,147,1
920,5969476299173589632,249.72284686946986,0.06370316,-39.380217301587415,0.03664102,5.929248551915595,0.07258801,-12.567991333685377,0.087594315,-22.226534362127303,0.07251446,0.99948364,18.994005,15.573521,343.4505643961618,4.9759154322839665,16.903444,,,0.7278911564625851,147,1
921,5969477020728216192,249.80518058312563,0.068317324,-39.29709724301464,0.037586875,5.480739164489967,0.078590475,-11.970657120684063,0.1018806,-20.782409257394796,0.07810698,1.0277766,19.076303,15.5848875,343.5554016374041,4.983384426747605,16.927464,,,0.9591836734693877,147,1
